title,country,release_year,rating,duration,description,year_added,month_added,year_month_added,imdb_score,genres,actors,directors
The World's Most Amazing Vacation Rentals,,2021,TV-PG,2 Seasons,"With an eye for every budget, three travelers visit vacation rentals around the globe and share their expert tips and tricks in this reality series.",2021,September,"September, 2021",6.7,"['documentation', 'reality']","['Jo Franco', 'Megan Batoon', 'Luis D. Ortiz']",
You vs. Wild: Out Cold,,2021,TV-G,106 min,"After a plane crash leaves Bear with amnesia, he must make choices to save the missing pilot and survive in this high-stakes interactive adventure.",2021,September,"September, 2021",5.4,['action'],"['Bear Grylls', 'Jason Derek Prempeh']",['Ben Simms']
Yowamushi Pedal,Japan,2013,TV-14,1 Season,"A timid, anime-loving teen gets drawn into a school cycling club, where his new friends help him face tough challenges to develop his racing talent.",2021,September,"September, 2021",7.7,"['comedy', 'animation', 'drama', 'sport']","['Yuuki Ogoe', 'Tatsunari Kimura', 'Taiga Fukazawa', 'Gomoto Naoya', 'Ryoma Baba', 'Yuki Tomotsune', 'Minami Sakurai', 'Keisuke Ueda', 'Eiji Takigawa', 'Shuto Miyazaki', 'Kosuke Kujirai', 'Yoshitsugu Matsuoka', 'Hiroki Hirai', 'Soramu Aoki', 'Yuhei Yamamoto', 'Mao Noguchi', 'Teruma', 'Yuki Tamaki', 'Kido Yuya', 'Koji Moriya', 'Yūya Asato']",['Takayoshi Tanasawa']
Little Singham - Black Shadow,,2021,TV-Y7,48 min,Kid cop Little Singham loses all his superpowers while trying to stop the demon Kaal’s new evil plans! Can his inner strength help him defeat the enemy?,2021,September,"September, 2021",,,,
Tughlaq Durbar,,2020,TV-14,145 min,A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,2021,September,"September, 2021",5.4,"['drama', 'thriller', 'comedy']","['Vijay Sethupathi', 'R. Parthiban', 'Raashii Khanna', 'Manjima Mohan', 'Karunakaran', 'Bagavathi Perumal', 'Rajkumar', 'Samyuktha Karthik', 'Madhan Bob', 'Muthukumar', 'Gayathrie Shankar', 'Prathap Pothan', 'Sathyaraj', 'Raju Sundaram', 'Pondy Ravi', 'Raichal Rabecca Philip', 'Raveena Ravi']",['Delhi Prasad Deenadayal']
Tughlaq Durbar (Telugu),,2021,TV-14,145 min,A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,2021,September,"September, 2021",,,,
Firedrake the Silver Dragon,,2021,TV-Y7,93 min,"When his home is threatened by humans, a young dragon summons the courage to seek a mythical paradise where dragons can live in peace and fly free.",2021,September,"September, 2021",,,,
Kate,United States,2021,R,106 min,"Slipped a fatal poison on her final job, a ruthless assassin working in Tokyo has less than 24 hours to find out who ordered the hit and exact revenge.",2021,September,"September, 2021",6.2,"['action', 'drama', 'thriller', 'crime']","['Mary Elizabeth Winstead', 'Woody Harrelson', 'Tadanobu Asano', 'Miku Martineau', 'Jun Kunimura', 'MIYAVI', 'Michiel Huisman', 'Mari Yamamoto', 'Hirotaka Renge', 'Kazuya Tanabe', 'Cindy Sirinya Bishop', 'Amelia Crouch', 'Ava Caryofyllis', 'Hiroyuki Kobayashi', 'Koji Nishiyama', 'Kazuhiro Muroyama', 'Byron Bishop', 'Kimio Yamada', 'Ryo Tanaka', 'Hanazumi', 'Masahiro Kanemaru', 'Takuya Sano', 'Nobu Watanabe', 'Genki Yamasaki', 'Patrick Newall', 'Apparekoizumi', 'Geoffrey Guiliano', 'So Nozawa', 'Takayuki Yamamoto', 'Andrew Macdonald', ""Eoin O'Brien"", 'Saiki Atsumi', 'Miku Kobato', 'Kanami Tōno', 'Misa', 'Elysia Rotaru', 'Darin Fujimori', 'Kwang Bin', 'Bando Hirohichiro', 'Ryuyo Kawamoto', 'Ryotaro Fujiyama', 'Katsuyoshi Kojima', 'Yuya Shirakawa', 'Mav Kang', 'Ulf Pilblad', 'Akihiko Sai']",['Cedric Nicolas-Troyan']
Lucifer,United States,2021,TV-14,6 Seasons,"Bored with being the Lord of Hell, the devil relocates to Los Angeles, where he opens a nightclub and forms a connection with a homicide detective.",2021,September,"September, 2021",8.1,"['scifi', 'crime', 'drama', 'fantasy']","['Tom Ellis', 'Lauren German', 'Kevin Alejandro', 'D.B. Woodside', 'Lesley-Ann Brandt', 'Aimee Garcia', 'Rachael Harris', 'Brianna Hildebrand']",
Metal Shop Masters,,2021,TV-MA,1 Season,"On this competition show, a group of metal artists torch, cut and weld epic, badass creations from hardened steel. Only one will win a $50,000 prize.",2021,September,"September, 2021",5.7,['reality'],['Jo Koy'],
Omo Ghetto: the Saga,Nigeria,2020,TV-MA,147 min,"Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them.",2021,September,"September, 2021",,,,
Pokémon Master Journeys: The Series,,2021,TV-Y7,1 Season,"As Ash battles his way through the World Coronation Series, Goh continues his quest to catch every Pokémon. Together, they're on a journey to adventure!",2021,September,"September, 2021",,,,
Prey,,2021,TV-MA,87 min,A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,2021,September,"September, 2021",4.3,"['drama', 'thriller']","['David Kross', 'Hanno Koffler', 'Maria Ehrich', 'Robert Finster', 'Livia Matthes', 'Yung Ngo', 'Klaus Steinbacher', 'Nellie Thalbach', 'Natalie Fischer']",['Thomas Sieben']
Titipo Titipo,,2019,TV-Y,2 Seasons,Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.,2021,September,"September, 2021",6.8,['animation'],,
Blood Brothers: Malcolm X & Muhammad Ali,,2021,PG-13,96 min,"From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",2021,September,"September, 2021",6.9,"['documentation', 'history', 'sport']","['Malcolm X', 'Muhammad Ali', 'Elijah Muhammad', 'Al Sharpton', 'Cornel West', 'Ilyasah Shabazz', 'Rahman Ali', 'Todd Boyd', 'Maryum Ali', 'Herb Boyd', 'Gene Kilroy', 'Peter Bailey', 'Randy Roberts', 'Jerry Izenberg', 'Bob Coleman', 'Earl Little', 'Johnny Smith', 'Julius W. Garvey', 'Marcus Garvey', 'Melchisedek Shabazz-Allah']",['Marcus A. Clarke']
Mighty Raju,,2017,TV-Y7,4 Seasons,"Born with superhuman abilities, young Raju wants to use his powers to make the world a better place — but that will mean facing plenty of challenges!",2021,September,"September, 2021",4.3,"['animation', 'action']","['Anamaya Verma', 'Jigna Bhardwaj', 'Rajesh Kava', 'Sabina Malik Mausam', 'Julie Tejwani']",['Rajiv Chilaka']
Paradise Hills,"Spain, United States",2019,TV-MA,95 min,"Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse.",2021,September,"September, 2021",5.3,"['scifi', 'thriller', 'fantasy', 'european']","['Emma Roberts', 'Eiza González', 'Milla Jovovich', 'Danielle Macdonald', 'Awkwafina', 'Jeremy Irvine', 'Arnaud Valois', 'Hunter Tremayne', 'Johnny Melville', 'Liliana Cabal', 'Karina Kolokolchykova', 'Daniel Horvath', 'Matthew Mills', 'Lesley Grant', 'Oliver Ritchie', 'Candela May', 'Joey Sordyl']",['Alice Waddington']
The Women and the Murderer,France,2021,TV-14,92 min,This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,2021,September,"September, 2021",6.4,"['documentation', 'crime']",,"['Patricia Tourancheau', 'Mona Achache']"
Into the Night,Belgium,2021,TV-MA,2 Seasons,Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.,2021,September,"September, 2021",7.1,"['scifi', 'drama', 'thriller']","['Pauline Étienne', 'Laurent Capelluto', 'Jan Bijvoet', 'Mehmet Kurtuluş', 'Alba Gaïa Bellugi', 'Nicolas Alechine', 'Anton Kouzemin', 'Coen Bril', 'Joe Manjón', 'Émilie Caen', 'Borys Szyc', 'Dennis Mojen', 'Javier Godino', 'Marie-Josée Croze', 'Kıvanç Tatlıtuğ', 'Babetida Sadjo', 'Nabil Mallat', 'Vincent Londez', 'Regina Bikkinina', 'Ksawery Szlenkier']",
JJ+E,,2021,TV-MA,91 min,"Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?",2021,September,"September, 2021",5.3,"['drama', 'romance']","['Elsa Öhrn', 'Mustapha Aarab', 'Magnus Krepper', 'Marika Lagercrantz', 'Simon Mezher', 'Loreen', 'Albin Grenholm', 'Jonay Pineda Skallak', 'Elsa Bergström Terent', 'Otto Hargne']",
Show Dogs,"United Kingdom, United States",2018,PG,90 min,A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.,2021,September,"September, 2021",3.8,"['comedy', 'crime', 'family']","['Will Arnett', 'Ludacris', 'Natasha Lyonne', 'Jordin Sparks', 'Gabriel Iglesias', ""Shaquille O'Neal"", 'Omar Chaparro', 'Stanley Tucci', 'Oliver Tompsett', 'Andy Beckwith', 'RuPaul', 'Alan Cumming', 'Anders Holm', 'Blake Anderson', 'Delia Sheppard', 'Kate Micucci', 'Bern Collaço', 'Kerry Shale', 'Cristina Dohmen', 'Daniel Eghan', 'Clem So']",['Raja Gosnell']
The Circle,"United States, United Kingdom",2021,TV-MA,3 Seasons,"Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000.",2021,September,"September, 2021",7.2,['reality'],['Michelle Buteau'],
If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,United States,2018,TV-MA,97 min,"Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant.",2021,September,"September, 2021",7.9,"['documentation', 'music']","['Ronnie Van Zant', 'Johnny Van Zant', 'Gary Rossington', 'Edward King', 'Artimus Pyle', 'Al Kooper', 'Steve Gaines', 'Allen Collins', 'Billy Powell']",['Stephen Kijak']
Kid Cosmic,United States,2021,TV-Y7,2 Seasons,A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined — and he can't do it alone.,2021,September,"September, 2021",7.9,"['comedy', 'family', 'fantasy', 'scifi', 'animation', 'action']",['Jack Fisher'],
Octonauts: Above & Beyond,United Kingdom,2021,TV-Y,1 Season,"The Octonauts expand their exploration beyond the sea — and onto land! With new rides and new friends, they'll protect any habitats and animals at risk.",2021,September,"September, 2021",7.2,"['animation', 'family']","['Antonio Aakeel', 'Chipo Chung', 'Simon Foster']",
On the Verge,"France, United States",2021,TV-MA,1 Season,"Four women — a chef, a single mom, an heiress and a job seeker — dig into love and work, with a generous side of midlife crises, in pre-pandemic LA.",2021,September,"September, 2021",6.4,"['comedy', 'drama']","['Julie Delpy', 'Sarah Jones', 'Elisabeth Shue', 'Alexia Landeau']",
Tobot Galaxy Detectives,,2019,TV-Y7,2 Seasons,"An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil.",2021,September,"September, 2021",6.7,['animation'],,
Untold: Breaking Point,United States,2021,TV-MA,80 min,"Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.",2021,September,"September, 2021",7.6,"['documentation', 'sport']","['Mardy Fish', 'Andy Roddick']","['Chapman Way', 'Maclain Way']"
Countdown: Inspiration4 Mission to Space,,2021,TV-14,1 Season,"From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission.",2021,September,"September, 2021",7.9,['documentation'],"['Sian Proctor', 'Hayley Arceneaux', 'Jared Isaacman', 'Christopher Sembroski']",
Shadow Parties,,2020,TV-MA,117 min,A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.,2021,September,"September, 2021",6.2,"['action', 'drama', 'thriller']","['Jide Kosoko', 'Omotola Jalade-Ekeinde', 'Yemi Blaq', 'Sola Sobowale', 'Ken Erics', 'Toyin Aimakhu-Johnson', 'Segun Arinze', 'Jibola Dabo', 'Rotimi Salami', 'Pa Jimi Solanke', 'Nnenna Rachael Okonkwo', 'Lucien Morgan', 'Magdalena Korpas', 'Mistura Olusanya']",['Yemi Amodu']
Tayo the Little Bus,South Korea,2016,TV-Y,2 Seasons,"As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day.",2021,September,"September, 2021",5.3,"['animation', 'comedy', 'family']",,
Angamaly Diaries,India,2017,TV-14,128 min,"After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.",2021,September,"September, 2021",7.9,"['drama', 'thriller', 'action', 'comedy']","['Antony Varghese', 'Sarath Kumar', 'Tito Wilson', 'Bitto Davis', 'Sinoj Varghese', 'Anna Reshma Rajan', 'Kichu Tellus', 'Ullas Jose Chemban', 'Vineeth Vishwam', 'Jolly Chirayath', 'Athira Patel', 'Sreeja Das', 'Benny Varghese', 'Merin Jose Pottackal', 'Sruthi Jayan', 'Sreekanth Dasan', 'Amrutha Anna Reji', 'Chemban Vinod Jose', 'Lijo Jose Pellissery', 'Murugan Martin', 'Vineeth Thattil David']",['Lijo Jose Pellissery']
Bunk'd,United States,2021,TV-G,5 Seasons,"The Ross siblings of Disney's hit series ""Jessie"" spend a summer full of fun and adventure at Maine's Camp Kikiwaka, where their parents first met.",2021,September,"September, 2021",,,,
A Champion Heart,United States,2018,G,90 min,"When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.",2021,September,"September, 2021",5.9,['family'],"['Devan Key', ""Ryan O'Quinn"", 'Donna Rusch', 'Ariana Guido', 'James Mulligan', 'David de Vos', 'Austin Brooks', 'Sunny Winch', 'Abby de Vos', 'Candace Kozak', 'Mandy Grace', 'Joelle Mancuso', 'Dan Moberly']",['David de Vos']
Dive Club,Australia,2021,TV-G,1 Season,"On the shores of Cape Mercy, a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing.",2021,September,"September, 2021",6.1,"['drama', 'family']","['Georgia-May Davis', 'Mercy Cornwall', 'Aubri Ibrag', ""Sana'a Shaik"", 'Miah Madden', 'Veronica Neave', 'John McNeill', 'Kate Peters', 'Tim Ross', 'Yasmin Kassim', 'Jai Koutrae', 'Josh Heuston']",
La casa de papel,Spain,2021,TV-MA,5 Seasons,Eight thieves take hostages and lock themselves in the Royal Mint of Spain as a criminal mastermind manipulates the police to carry out his plan.,2021,September,"September, 2021",,,,
Money Heist: From Tokyo to Berlin,,2021,TV-MA,1 Season,"The filmmakers and actors behind ""Money Heist"" characters like Tokyo and the Professor talk about the emotional artistic process of filming the series.",2021,September,"September, 2021",7.7,"['documentation', 'crime', 'drama']","['Úrsula Corberó', 'Álvaro Morte', 'Itziar Ituño', 'Pedro Alonso', 'Jesús Colmenar', 'Javier Gómez Santander', 'Esther Martínez Lobato', 'Jaime Lorente', 'Esther Acebo', 'Darko Peric', 'Rodrigo de la Serna', 'Najwa Nimri', 'Luka Peroš', 'Hovik Keuchkerian', 'Ahikar Azcona', 'Miguel Herrán', 'Alba Flores', 'Fernando Cayo']",
Sharkdog,"United States, Singapore",2021,TV-Y,1 Season,"Half shark, half dog with a big heart and a belly full of fish sticks! Together, Sharkdog and his human pal Max can take on any silly or messy adventure.",2021,September,"September, 2021",5.8,"['animation', 'comedy', 'family']","['Liam Mitchell', 'Kari Wahlgren', 'Judy Alice Lee', 'Dee Bradley Baker', 'Donna Jay Fulks', 'Aly Mawji', 'Liz Burnette']",
Worth,,2021,PG-13,119 min,"In the wake of the Sept. 11 attacks, a lawyer faces an emotional reckoning as he attempts to put a dollar value on the lives lost. Based on real events.",2021,September,"September, 2021",6.8,"['drama', 'history']","['Michael Keaton', 'Amy Ryan', 'Stanley Tucci', 'Tate Donovan', 'Shunori Ramanathan', 'Talia Balsam', 'Laura Benanti', 'Chris Tardio', 'Ato Blankson-Wood', 'Carolyn Mignini', 'Victor Slezak', 'Logan Hart', 'Vihaan Samat', 'Laura Sohn', 'Marc Maron', 'Alfredo Narciso', 'Jason Kravits', 'Clifton Samuels', 'Louis Arcella', 'Melissa Miller', 'Ana Isabel Dow', 'Ian Blackman', 'Connie Ray', 'Steve Vinovich', 'Bill Winkler', 'Jeff Biehl', 'Stephanie Heitman', 'Deborah Hedwall', 'Tom Bruno', 'Bradford How', 'Chris Cardona', 'David Fierro', 'Lynne Wintersteller', 'Jon Wenc', 'Wass Stevens', 'Zuzanna Szadkowski', 'Gayle Rankin', 'Catherine Curtin', 'Shernita Anderson', 'Brandon Hernandez', 'E.R. Ruiz', 'David Edward Jackson', 'Johanna Day', 'Joseph Ragno', 'Panama Redd', 'Kay Walbye', 'Miriam Morales', 'Stephen Reich', 'James Ciccone', 'Anthoula Katsimatides', 'Jaime Verazin', 'Alessandra Marconi', 'Lindsey Hailes', 'Marc Heitzman', ""Jacob 'Seven Feet' Melvin"", 'Jeffery Duffy', 'Billy Lefkowitz']",['Sara Colangelo']
